id_transaccion,fecha_hora,comercio,categoria_comercio,ciudad_comercio,terminal,cliente,correo_cliente,tarjeta_ultimos4,marca_tarjeta,monto,moneda,estatus,metodo_captura,contracargo
TRX0001155,2026-04-25 21:10:09,ELECTRO MAYA,electronica,Merida,TPV03-MER,Raul Trejo,raul.trejo125@correo.mx,4936,VISA,8415.12,MXN,APROBADA,CHIP,N
TRX0001156,2026-01-23 13:19:43,CAFE AURORA,restaurante,Guadalajara,TPV04-GUA,Lucia Vargas,lucia.vargas131@correo.mx,3615,MASTERCARD,366.46,MXN,REVERSADA,BANDA,N
TRX0001157,2026-02-01 13:59:26,Super Nortenio,SUPER,Monterrey,TPV04-MON,Rocio Salazar,rocio.salazar98@correo.mx,9662,VISA,2015.92,MXN,APROBADA,CHIP,N
TRX0001158,2026-02-11 17:39:39,CAFE AURORA,restaurante,Guadalajara,TPV02-GUA,Rocio Salazar,rocio.salazar98@correo.mx,9662,VISA,475.07,MXN,APROBADA,MANUAL,N
TRX0001159,2026-02-21 08:59:44,GASOLINERA KM 12,Combustible,Puebla,TPV04-PUE,Raul Delgado,raul.delgado122@correo.mx,1413,VISA,1026.54,MXN,APROBADA,QR,N
TRX0001160,2026-01-27 10:36:35,Farmacia del Sol ,FARM,Ciudad de Mexico,TPV03-CIU,Fernando Salazar,fernando.salazar63@correo.mx,5089,MASTERCARD,891.57,MXN,APROBADA,CONTACTLESS,N
TRX0001161,2026-03-28 07:40:37,CAFE AURORA,Restaurante,Guadalajara,TPV03-GUA,Lucia Vargas,lucia.vargas7@correo.mx,3320,MASTERCARD,451.07,MXN,APROBADA,BANDA,N
TRX0001162,2026-04-06 07:43:30,Gasolinera Km 12,Combustible,Puebla,TPV04-PUE,Rocio Zamora,rocio.zamora104@correo.mx,6783,MASTERCARD,1420.86,MXN,APROBADA,MANUAL,N
TRX0001163,2026-05-28 06:23:59,GASOLINERA KM 12,combustible,Puebla,TPV03-PUE,Miguel Gonzalez,miguel.gonzalez172@correo.mx,9785,AMEX,1107.98,MXN,REVERSADA,CONTACTLESS,N
TRX0001164,2026-06-06 19:22:59,ELECTRO MAYA,electronica,Merida,TPV03-MER,Hector Nunez,hector.nunez38@correo.mx,3109,AMEX,10585.08,MXN,APROBADA,MANUAL,N
TRX0001165,2026-04-30 08:23:18,Super Nortenio,SUPER,Monterrey,TPV02-MON,Elena Zamora,elena.zamora16@correo.mx,2698,VISA,2817.83,MXN,RECHAZADA,BANDA,N
TRX0001166,2026-01-02 19:28:19,BOUTIQUE IRIS,VESTIMENTA,Ciudad de Mexico,TPV02-CIU,Miguel Nunez,miguel.nunez82@correo.mx,8132,AMEX,1400.22,MXN,APROBADA,QR,N
TRX0001167,2026-03-01 16:41:36,CAFE AURORA,restaurante,Guadalajara,TPV03-GUA,Hector Herrera,hector.herrera34@correo.mx,9193,VISA,337.27,MXN,APROBADA,BANDA,N
TRX0001168,2026-03-31 11:08:22,SUPER NORTENO,supermercado,Monterrey,TPV02-MON,Ana Salazar,ana.salazar102@correo.mx,3316,AMEX,224.01,MXN,APROBADA,MANUAL,N
TRX0001169,2026-01-26 14:38:57,Super Nortenio,SUPER,Monterrey,TPV03-MON,Ana Cortes,ana.cortes53@correo.mx,9845,MASTERCARD,341.32,MXN,APROBADA,CHIP,N
TRX0001170,2026-02-15 07:07:37,Super Nortenio,SUPER,Monterrey,TPV04-MON,Hector Rivas,hector.rivas50@correo.mx,8897,MASTERCARD,2695.0,MXN,APROBADA,CONTACTLESS,N
TRX0001171,2026-03-14 13:05:12,Boutique  Iris,VESTIMENTA,Ciudad de Mexico,TPV03-CIU,Carmen Gonzalez,carmen.gonzalez129@correo.mx,1346,MASTERCARD,3125.54,MXN,APROBADA,CHIP,N
TRX0001172,2026-06-22 13:52:40,Super Norteno,supermercado,Monterrey,TPV04-MON,Ana Cortes,ana.cortes91@correo.mx,8806,AMEX,1307.68,MXN,APROBADA,CONTACTLESS,N
TRX0001173,2026-06-14 15:12:15,Super Norteno,SUPER,Monterrey,TPV01-MON,Teresa Mendoza,teresa.mendoza159@correo.mx,6739,VISA,1786.26,MXN,REVERSADA,CONTACTLESS,N
TRX0001174,2026-06-28 12:47:39,SUPER NORTENO,Supermercado,Monterrey,TPV04-MON,Lucia Ramirez,lucia.ramirez43@correo.mx,2509,VISA,599.43,MXN,APROBADA,BANDA,N
TRX0001175,2026-01-03 21:36:51,GASOLINERA KM 12,Combustible,Puebla,TPV04-PUE,Lucia Vargas,lucia.vargas64@correo.mx,5333,VISA,791.6,MXN,APROBADA,BANDA,N
TRX0001176,2026-06-20 07:44:25,CAFE AURORA,restaurante,Guadalajara,TPV04-GUA,Fernando Vargas,fernando.vargas65@correo.mx,7747,MASTERCARD,454.79,MXN,APROBADA,BANDA,N
TRX0001177,2026-01-06 21:21:58,GASOLINERA KM 12,Combustible,Puebla,TPV01-PUE,Ana Ramirez,ana.ramirez100@correo.mx,7772,VISA,1025.7,MXN,APROBADA,CHIP,S
TRX0001178,2026-01-06 14:15:30,Farmacia del Sol,Farmacia,Ciudad de Mexico,TPV01-CIU,Carmen Vargas,carmen.vargas161@correo.mx,3446,MASTERCARD,782.61,MXN,APROBADA,CHIP,N
TRX0001179,2026-06-24 20:21:15,Farmacia del Sol,farmacia,Ciudad de Mexico,TPV03-CIU,Fernando Gonzalez,fernando.gonzalez14@correo.mx,4950,MASTERCARD,410.39,MXN,APROBADA,BANDA,N
TRX0001180,2026-01-29 08:57:58,CAFE AURORA,restaurante,Guadalajara,TPV01-GUA,Teresa Rivas,teresa.rivas6@correo.mx,1505,MASTERCARD,172.51,MXN,APROBADA,CHIP,N
TRX0001181,2026-03-20 21:58:01,FARMACIA DEL SOL,farmacia,Ciudad de Mexico,TPV03-CIU,Carmen Vargas,carmen.vargas161@correo.mx,3446,MASTERCARD,374.58,MXN,APROBADA,BANDA,N
TRX0001182,2026-01-24 17:50:32,Super Norteno,SUPER,Monterrey,TPV01-MON,Lucia Ramirez,lucia.ramirez43@correo.mx,2509,VISA,2799.89,MXN,APROBADA,QR,N
TRX0001183,2026-05-21 16:30:56,Boutique Iris,Ropa,Ciudad de Mexico,TPV02-CIU,Ivan Ramirez,ivan.ramirez45@correo.mx,8146,AMEX,4310.68,MXN,REVERSADA,MANUAL,N
TRX0001184,2026-05-17 18:28:23,Super Norteno,Supermercado,Monterrey,TPV01-MON,Carmen Cortes,carmen.cortes76@correo.mx,7986,AMEX,1013.92,MXN,APROBADA,MANUAL,N
TRX0001185,2026-05-31 14:21:28,Super Norteno,supermercado,Monterrey,TPV01-MON,Teresa Rivas,teresa.rivas25@correo.mx,6114,AMEX,629.23,MXN,APROBADA,CONTACTLESS,N
TRX0001186,2026-01-16 19:40:06,SUPER NORTENO,supermercado,Monterrey,TPV03-MON,Elena Vargas,elena.vargas148@correo.mx,7654,MASTERCARD,1638.2,MXN,RECHAZADA,BANDA,N
TRX0001187,2026-06-08 15:54:22,BOUTIQUE IRIS,Ropa,Ciudad de Mexico,TPV02-CIU,Elena Vargas,elena.vargas148@correo.mx,9840,AMEX,2318.67,MXN,APROBADA,QR,N
TRX0001188,2026-06-22 15:01:05,SUPER NORTENO,SUPER,Monterrey,TPV04-MON,Raul Mendoza,raul.mendoza90@correo.mx,1177,AMEX,3024.77,MXN,APROBADA,CONTACTLESS,N
TRX0001189,2026-06-20 16:32:56,Electro Maya,ELECTRO,Merida,TPV01-MER,Lucia Zamora,lucia.zamora108@correo.mx,3262,MASTERCARD,23083.91,MXN,APROBADA,CHIP,N
TRX0001190,2026-06-04 21:35:40,FARMACIA DEL SOL,FARM,Ciudad de Mexico,TPV04-CIU,Luis Delgado,luis.delgado150@correo.mx,7838,VISA,698.28,MXN,APROBADA,CHIP,N
TRX0001191,2026-06-13 08:17:51,Cafe Aurora,restaurante,Guadalajara,TPV01-GUA,Sofia Delgado,sofia.delgado119@correo.mx,1778,AMEX,157.98,MXN,APROBADA,QR,N
TRX0001192,2026-02-17 16:05:30,Super Nortenio,supermercado,Monterrey,TPV01-MON,Teresa Mendoza,teresa.mendoza55@correo.mx,6130,MASTERCARD,982.26,MXN,APROBADA,CHIP,N
TRX0001193,2026-06-24 10:23:28,Super Nortenio,SUPER,Monterrey,TPV04-MON,Elena Cortes,elena.cortes68@correo.mx,5599,AMEX,2117.01,MXN,APROBADA,MANUAL,N
TRX0001194,2026-03-02 16:22:19,Cafe Aurora,Restaurante,Guadalajara,TPV01-GUA,Ivan Trejo,ivan.trejo180@correo.mx,8045,MASTERCARD,370.71,MXN,APROBADA,QR,N
TRX0001195,2026-02-16 19:14:35,Super Norteno,Supermercado,Monterrey,TPV03-MON,Raul Trejo,raul.trejo125@correo.mx,4936,VISA,686.29,MXN,APROBADA,QR,N
TRX0001196,2026-02-05 08:18:34,GASOLINERA KM 12,Combustible,Puebla,TPV03-PUE,Luis Zamora,luis.zamora9@correo.mx,1462,AMEX,1719.37,MXN,APROBADA,QR,N
TRX0001197,2026-06-08 09:21:59,Cafe Aurora,restaurante,Guadalajara,TPV04-GUA,Ana Nunez,ana.nunez17@correo.mx,9063,VISA,87.1,MXN,REVERSADA,CHIP,N
TRX0001198,2026-03-10 10:48:47,Gasolinera Km 12,Combustible,Puebla,TPV02-PUE,Rocio Ramirez,rocio.ramirez12@correo.mx,2195,MASTERCARD,628.11,MXN,APROBADA,QR,N
TRX0001199,2026-04-26 09:41:10,Boutique Iris,ropa,Ciudad de Mexico,TPV04-CIU,Raul Zamora,raul.zamora124@correo.mx,6787,AMEX,1292.28,MXN,REVERSADA,CHIP,N
TRX0001200,2026-04-29 10:39:32,Super Norteno,SUPER,Monterrey,TPV02-MON,Ana Vargas,ana.vargas44@correo.mx,1097,AMEX,485.9,MXN,APROBADA,CONTACTLESS,N
TRX0001201,2026-05-06 17:39:48,FARMACIA DEL SOL,FARM,Ciudad de Mexico,TPV02-CIU,Jorge Rivas,jorge.rivas147@correo.mx,5919,MASTERCARD,357.64,MXN,APROBADA,CONTACTLESS,N
TRX0001202,2026-05-16 15:45:38,Boutique  Iris,Ropa,Ciudad de Mexico,TPV02-CIU,Lucia Herrera,lucia.herrera11@correo.mx,1104,VISA,1486.56,MXN,RECHAZADA,CONTACTLESS,N
TRX0001203,2026-06-21 06:05:53,SUPER NORTENO,Supermercado,Monterrey,TPV04-MON,Fernando Mendoza,fernando.mendoza57@correo.mx,6879,AMEX,855.97,MXN,APROBADA,CHIP,N
TRX0001204,2026-05-31 11:25:16,CAFE AURORA,Restaurante,Guadalajara,TPV04-GUA,Carmen Vargas,carmen.vargas161@correo.mx,3446,MASTERCARD,442.29,MXN,APROBADA,CONTACTLESS,N
TRX0001205,2026-03-23 09:51:48,SUPER NORTENO,supermercado,Monterrey,TPV03-MON,Sofia Nunez,sofia.nunez134@correo.mx,9193,AMEX,2822.91,MXN,APROBADA,BANDA,N
TRX0001206,2026-01-13 10:23:16,Farmacia del Sol ,Farmacia,Ciudad de Mexico,TPV02-CIU,Lucia Gonzalez,lucia.gonzalez36@correo.mx,8401,AMEX,795.82,MXN,REVERSADA,MANUAL,N
TRX0001207,2026-03-10 07:17:28,Super Norteno,supermercado,Monterrey,TPV01-MON,Hector Delgado,hector.delgado49@correo.mx,4702,VISA,1906.25,MXN,APROBADA,CHIP,N
TRX0001208,2026-06-25 06:56:06,Farmacia del Sol,farmacia,Ciudad de Mexico,TPV01-CIU,Raul Delgado,raul.delgado169@correo.mx,7678,VISA,837.58,MXN,REVERSADA,CONTACTLESS,N
TRX0001209,2026-04-01 08:36:23,Boutique Iris,Ropa,Ciudad de Mexico,TPV01-CIU,Teresa Gonzalez,teresa.gonzalez24@correo.mx,8230,VISA,675.4,MXN,APROBADA,MANUAL,N
TRX0001210,2026-05-16 17:28:51,Boutique  Iris,VESTIMENTA,Ciudad de Mexico,TPV04-CIU,Luis Ramirez,luis.ramirez58@correo.mx,8936,MASTERCARD,5119.36,MXN,APROBADA,QR,N
TRX0001211,2026-04-20 13:02:26,FARMACIA DEL SOL,farmacia,Ciudad de Mexico,TPV04-CIU,Ivan Ramirez,ivan.ramirez45@correo.mx,8146,AMEX,698.97,MXN,APROBADA,CONTACTLESS,N
TRX0001212,2026-02-26 16:15:54,Gasolinera Km 12,combustible,Puebla,TPV01-PUE,Jorge Herrera,jorge.herrera112@correo.mx,5612,MASTERCARD,891.85,MXN,APROBADA,CHIP,N
TRX0001213,2026-02-10 11:43:26,SUPER NORTENO,SUPER,Monterrey,TPV01-MON,Carmen Ramirez,carmen.ramirez111@correo.mx,1829,VISA,1594.65,MXN,RECHAZADA,CONTACTLESS,N
TRX0001214,2026-05-11 10:41:25,Super Nortenio,SUPER,Monterrey,TPV03-MON,Miguel Gonzalez,miguel.gonzalez28@correo.mx,8632,VISA,325.13,MXN,RECHAZADA,CONTACTLESS,N
TRX0001215,2026-01-07 19:35:52,Boutique  Iris,VESTIMENTA,Ciudad de Mexico,TPV01-CIU,Rocio Salazar,rocio.salazar15@correo.mx,4224,MASTERCARD,2213.34,MXN,APROBADA,MANUAL,N
TRX0001216,2026-03-05 13:10:42,Boutique  Iris,Ropa,Ciudad de Mexico,TPV03-CIU,Raul Delgado,raul.delgado169@correo.mx,7678,VISA,3976.62,MXN,APROBADA,MANUAL,N
TRX0001217,2026-05-18 10:42:37,Super Nortenio,SUPER,Monterrey,TPV02-MON,Fernando Mendoza,fernando.mendoza109@correo.mx,1447,AMEX,1823.58,MXN,REVERSADA,BANDA,N
TRX0001218,2026-06-04 19:51:41,SUPER NORTENO,supermercado,Monterrey,TPV01-MON,Luis Salazar,luis.salazar75@correo.mx,4376,MASTERCARD,857.5,MXN,APROBADA,CHIP,N
TRX0001219,2026-06-19 15:13:48,SUPER NORTENO,SUPER,Monterrey,TPV03-MON,Elena Ramirez,elena.ramirez175@correo.mx,9442,MASTERCARD,909.89,MXN,APROBADA,CONTACTLESS,N
TRX0001220,2026-04-20 15:22:45,FARMACIA DEL SOL,Farmacia,Ciudad de Mexico,TPV03-CIU,Sofia Salazar,sofia.salazar146@correo.mx,4742,VISA,361.94,MXN,APROBADA,BANDA,N
TRX0001221,2026-06-02 18:52:21,Farmacia del Sol,FARM,Ciudad de Mexico,TPV01-CIU,Patricia Gonzalez,patricia.gonzalez127@correo.mx,8628,VISA,789.54,MXN,APROBADA,CONTACTLESS,N
TRX0001222,2026-06-07 09:46:48,FARMACIA DEL SOL,FARM,Ciudad de Mexico,TPV01-CIU,Raul Delgado,raul.delgado142@correo.mx,4207,AMEX,345.16,MXN,APROBADA,QR,N
TRX0001223,2026-02-27 10:22:28,SUPER NORTENO,Supermercado,Monterrey,TPV01-MON,Luis Salazar,luis.salazar75@correo.mx,4376,MASTERCARD,509.97,MXN,APROBADA,QR,N
TRX0001224,2026-06-10 06:22:03,VIAJES ALTAMAR,Viajes,Cancun,TPV02-CAN,Ana Rivas,ana.rivas117@correo.mx,2975,MASTERCARD,24716.46,MXN,APROBADA,CHIP,N
TRX0001225,2026-02-03 14:21:03,SUPER NORTENO,Supermercado,Monterrey,TPV03-MON,Raul Vargas,raul.vargas22@correo.mx,8824,AMEX,1613.09,MXN,APROBADA,BANDA,N
TRX0001226,2026-05-17 07:46:44,SUPER NORTENO,Supermercado,Monterrey,TPV04-MON,Miguel Nunez,miguel.nunez82@correo.mx,8132,AMEX,3430.95,MXN,REVERSADA,BANDA,N
TRX0001227,2026-04-15 21:57:41,Super Nortenio,SUPER,Monterrey,TPV02-MON,Sofia Rivas,sofia.rivas81@correo.mx,4001,VISA,2261.12,MXN,APROBADA,CONTACTLESS,N
TRX0001228,2026-05-18 19:08:59,Viajes Altamar,viajes,Cancun,TPV04-CAN,Patricia Herrera,patricia.herrera3@correo.mx,4061,VISA,8674.27,MXN,APROBADA,BANDA,N
TRX0001229,2026-03-29 17:39:16,Boutique Iris,VESTIMENTA,Ciudad de Mexico,TPV01-CIU,Luis Trejo,luis.trejo1@correo.mx,7154,MASTERCARD,3992.12,MXN,APROBADA,BANDA,N
TRX0001230,2026-04-22 17:17:37,Electro Maya,ELECTRO,Merida,TPV04-MER,Luis Herrera,luis.herrera5@correo.mx,3036,MASTERCARD,2715.37,MXN,REVERSADA,MANUAL,N
TRX0001231,2026-05-19 08:08:04,Farmacia del Sol,FARM,Ciudad de Mexico,TPV01-CIU,Fernando Rivas,fernando.rivas133@correo.mx,6714,MASTERCARD,298.87,MXN,RECHAZADA,QR,N
TRX0001232,2026-02-03 14:32:27,BOUTIQUE IRIS,VESTIMENTA,Ciudad de Mexico,TPV02-CIU,Lucia Herrera,lucia.herrera155@correo.mx,9599,MASTERCARD,4179.87,MXN,APROBADA,BANDA,N
TRX0001233,2026-04-23 17:36:56,Super Nortenio,supermercado,Monterrey,TPV01-MON,Elena Zamora,elena.zamora16@correo.mx,2698,VISA,505.96,MXN,APROBADA,CHIP,N
TRX0001234,2026-04-24 16:08:50,Super Norteno,supermercado,Monterrey,TPV02-MON,Miguel Gonzalez,miguel.gonzalez154@correo.mx,8784,AMEX,1391.05,MXN,APROBADA,BANDA,N
TRX0001235,2026-02-01 11:33:56,Farmacia del Sol ,Farmacia,Ciudad de Mexico,TPV01-CIU,Jorge Nunez,jorge.nunez121@correo.mx,1683,AMEX,414.7,MXN,APROBADA,MANUAL,N
TRX0001236,2026-05-21 18:57:15,Farmacia del Sol,farmacia,Ciudad de Mexico,TPV04-CIU,Raul Vargas,raul.vargas37@correo.mx,5573,AMEX,469.48,MXN,APROBADA,CONTACTLESS,N
TRX0001237,2026-04-08 09:00:32,Boutique  Iris,VESTIMENTA,Ciudad de Mexico,TPV04-CIU,Rocio Salazar,rocio.salazar98@correo.mx,9662,VISA,3761.69,MXN,APROBADA,BANDA,N
TRX0001238,2026-04-19 13:22:17,Boutique Iris,ropa,Ciudad de Mexico,TPV04-CIU,Fernando Herrera,fernando.herrera168@correo.mx,8810,VISA,3121.95,MXN,APROBADA,CHIP,N
TRX0001239,2026-01-16 12:50:51,GASOLINERA KM 12,combustible,Puebla,TPV04-PUE,Luis Delgado,luis.delgado150@correo.mx,7838,VISA,1482.14,MXN,APROBADA,CHIP,N
TRX0001240,2026-03-01 16:47:33,FARMACIA DEL SOL,Farmacia,Ciudad de Mexico,TPV01-CIU,Elena Cortes,elena.cortes68@correo.mx,5599,AMEX,440.47,MXN,REVERSADA,CONTACTLESS,N
TRX0001241,2026-02-07 19:06:13,BOUTIQUE IRIS,VESTIMENTA,Ciudad de Mexico,TPV03-CIU,Rocio Vargas,rocio.vargas62@correo.mx,4939,MASTERCARD,5419.04,MXN,REVERSADA,MANUAL,N
TRX0001242,2026-06-29 19:32:27,Cafe Aurora,Restaurante,Guadalajara,TPV02-GUA,Lucia Ramirez,lucia.ramirez48@correo.mx,2913,VISA,110.92,MXN,APROBADA,MANUAL,N
TRX0001243,2026-06-04 06:00:13,ELECTRO MAYA,ELECTRO,Merida,TPV01-MER,Carmen Gonzalez,carmen.gonzalez129@correo.mx,1346,MASTERCARD,11748.12,MXN,APROBADA,BANDA,N
TRX0001244,2026-06-08 13:28:25,CAFE AURORA,Restaurante,Guadalajara,TPV04-GUA,Raul Gonzalez,raul.gonzalez74@correo.mx,9447,VISA,100.29,MXN,APROBADA,MANUAL,N
TRX0001245,2026-05-27 16:52:43,FARMACIA DEL SOL,Farmacia,Ciudad de Mexico,TPV04-CIU,Ana Cortes,ana.cortes53@correo.mx,9845,MASTERCARD,541.28,MXN,APROBADA,QR,N
TRX0001246,2026-05-26 19:44:48,Gasolinera Km 12,combustible,Puebla,TPV01-PUE,Patricia Herrera,patricia.herrera13@correo.mx,1324,VISA,796.86,MXN,APROBADA,QR,N
TRX0001247,2026-02-16 09:31:39,SUPER NORTENO,Supermercado,Monterrey,TPV01-MON,Patricia Gonzalez,patricia.gonzalez33@correo.mx,5295,AMEX,741.17,MXN,APROBADA,MANUAL,N
TRX0001248,2026-05-10 12:07:26,Farmacia del Sol,Farmacia,Ciudad de Mexico,TPV02-CIU,Elena Zamora,elena.zamora178@correo.mx,7623,AMEX,145.88,MXN,APROBADA,MANUAL,N
TRX0001249,2026-04-14 06:22:29,Boutique Iris,VESTIMENTA,Ciudad de Mexico,TPV03-CIU,Elena Vargas,elena.vargas89@correo.mx,5689,VISA,1726.92,MXN,APROBADA,BANDA,N
TRX0001250,2026-04-27 15:35:21,Cafe Aurora,restaurante,Guadalajara,TPV03-GUA,Patricia Vargas,patricia.vargas26@correo.mx,4933,VISA,451.94,MXN,REVERSADA,MANUAL,N
TRX0001251,2026-06-20 17:19:29,Super Nortenio,supermercado,Monterrey,TPV01-MON,Raul Delgado,raul.delgado122@correo.mx,1413,VISA,2372.51,MXN,APROBADA,CONTACTLESS,N
TRX0001252,2026-02-01 21:37:47,BOUTIQUE IRIS,ropa,Ciudad de Mexico,TPV03-CIU,Rocio Herrera,rocio.herrera165@correo.mx,6020,VISA,2147.01,MXN,RECHAZADA,QR,N
TRX0001253,2026-02-24 17:09:50,Farmacia del Sol,farmacia,Ciudad de Mexico,TPV04-CIU,Lucia Vargas,lucia.vargas131@correo.mx,3615,MASTERCARD,276.87,MXN,REVERSADA,MANUAL,N
TRX0001254,2026-02-28 09:43:28,SUPER NORTENO,Supermercado,Monterrey,TPV01-MON,Fernando Cortes,fernando.cortes170@correo.mx,6842,AMEX,2368.58,MXN,APROBADA,MANUAL,N
TRX0001255,2026-04-25 20:15:05,CAFE AURORA,Restaurante,Guadalajara,TPV03-GUA,Elena Trejo,elena.trejo113@correo.mx,4568,MASTERCARD,169.33,MXN,APROBADA,BANDA,N
TRX0001256,2026-04-29 20:06:21,SUPER NORTENO,supermercado,Monterrey,TPV04-MON,Hector Herrera,hector.herrera79@correo.mx,3159,VISA,1924.72,MXN,APROBADA,MANUAL,N
TRX0001257,2026-04-25 11:53:02,CAFE AURORA,restaurante,Guadalajara,TPV01-GUA,Elena Ramirez,elena.ramirez8@correo.mx,3648,MASTERCARD,138.36,MXN,APROBADA,QR,N
TRX0001258,2026-03-18 09:48:21,Cafe Aurora,Restaurante,Guadalajara,TPV03-GUA,Raul Mendoza,raul.mendoza30@correo.mx,7314,MASTERCARD,272.08,MXN,APROBADA,BANDA,N
TRX0001259,2026-06-17 11:03:09,GASOLINERA KM 12,combustible,Puebla,TPV01-PUE,Miguel Ramirez,miguel.ramirez132@correo.mx,5849,MASTERCARD,641.31,MXN,APROBADA,QR,N
TRX0001260,2026-01-28 18:45:51,GASOLINERA KM 12,combustible,Puebla,TPV02-PUE,Raul Delgado,raul.delgado169@correo.mx,7678,VISA,1517.22,MXN,APROBADA,BANDA,N
TRX0001261,2026-02-14 16:42:27,Cafe Aurora,Restaurante,Guadalajara,TPV02-GUA,Raul Zamora,raul.zamora124@correo.mx,6787,AMEX,196.29,MXN,APROBADA,MANUAL,N
TRX0001262,2026-01-04 08:44:23,GASOLINERA KM 12,combustible,Puebla,TPV03-PUE,Jorge Herrera,jorge.herrera112@correo.mx,5612,MASTERCARD,442.65,MXN,APROBADA,MANUAL,N
TRX0001263,2026-03-13 13:37:12,ELECTRO MAYA,Electronica,Merida,TPV03-MER,Miguel Gonzalez,miguel.gonzalez154@correo.mx,1692,MASTERCARD,11159.69,MXN,REVERSADA,BANDA,N
TRX0001264,2026-01-14 19:56:20,Super Nortenio,SUPER,Monterrey,TPV02-MON,Rocio Herrera,rocio.herrera165@correo.mx,6020,VISA,2223.6,MXN,APROBADA,CONTACTLESS,N
TRX0001265,2026-02-04 18:21:04,GASOLINERA KM 12,combustible,Puebla,TPV04-PUE,Rocio Rivas,rocio.rivas87@correo.mx,7400,AMEX,316.43,MXN,APROBADA,CONTACTLESS,N
TRX0001266,2026-03-01 07:25:51,Boutique Iris,Ropa,Ciudad de Mexico,TPV02-CIU,Ivan Ramirez,ivan.ramirez45@correo.mx,8146,AMEX,3308.6,MXN,APROBADA,QR,N
TRX0001267,2026-05-02 20:33:36,Super Norteno,Supermercado,Monterrey,TPV02-MON,Raul Delgado,raul.delgado105@correo.mx,8772,MASTERCARD,292.42,MXN,APROBADA,BANDA,N
TRX0001268,2026-01-17 09:27:54,Farmacia del Sol ,Farmacia,Ciudad de Mexico,TPV01-CIU,Ana Zamora,ana.zamora72@correo.mx,8476,VISA,192.26,MXN,APROBADA,CONTACTLESS,N
TRX0001269,2026-03-05 13:47:26,Cafe Aurora,Restaurante,Guadalajara,TPV03-GUA,Hector Herrera,hector.herrera34@correo.mx,8787,VISA,407.31,MXN,APROBADA,CONTACTLESS,N
TRX0001270,2026-01-07 06:43:14,CAFE AURORA,Restaurante,Guadalajara,TPV01-GUA,Raul Delgado,raul.delgado142@correo.mx,4207,AMEX,468.87,MXN,APROBADA,CONTACTLESS,N
TRX0001271,2026-03-25 12:30:20,Gasolinera Km 12,combustible,Puebla,TPV01-PUE,Patricia Delgado,patricia.delgado167@correo.mx,8972,VISA,1638.31,MXN,APROBADA,BANDA,N
TRX0001272,2026-03-12 16:41:47,FARMACIA DEL SOL,Farmacia,Ciudad de Mexico,TPV01-CIU,Jorge Nunez,jorge.nunez121@correo.mx,1683,AMEX,697.82,MXN,APROBADA,CONTACTLESS,N
TRX0001273,2026-06-15 12:20:43,BOUTIQUE IRIS,VESTIMENTA,Ciudad de Mexico,TPV02-CIU,Teresa Rivas,teresa.rivas6@correo.mx,1505,MASTERCARD,5959.11,MXN,APROBADA,CHIP,N
TRX0001274,2026-03-26 16:33:36,Electro Maya,electronica,Merida,TPV04-MER,Patricia Salazar,patricia.salazar69@correo.mx,4268,MASTERCARD,23142.91,MXN,APROBADA,MANUAL,N
TRX0001275,2026-03-07 11:32:36,Boutique Iris,ropa,Ciudad de Mexico,TPV02-CIU,Hector Nunez,hector.nunez38@correo.mx,3109,AMEX,4966.85,MXN,APROBADA,MANUAL,N
TRX0001276,2026-02-23 18:28:08,Super Nortenio,supermercado,Monterrey,TPV03-MON,Teresa Rivas,teresa.rivas25@correo.mx,6114,AMEX,2797.73,MXN,APROBADA,CHIP,N
TRX0001277,2026-01-23 08:29:03,Super Nortenio,supermercado,Monterrey,TPV03-MON,Sofia Trejo,sofia.trejo80@correo.mx,8498,MASTERCARD,1999.49,MXN,APROBADA,CONTACTLESS,N
TRX0001278,2026-03-21 06:11:50,SUPER NORTENO,SUPER,Monterrey,TPV01-MON,Elena Vargas,elena.vargas148@correo.mx,9840,AMEX,707.74,MXN,APROBADA,QR,N
TRX0001279,2026-04-16 14:39:17,Super Nortenio,Supermercado,Monterrey,TPV04-MON,Jorge Gonzalez,jorge.gonzalez2@correo.mx,4837,AMEX,2802.81,MXN,REVERSADA,CHIP,N
TRX0001280,2026-05-18 15:19:45,GASOLINERA KM 12,combustible,Puebla,TPV02-PUE,Raul Gonzalez,raul.gonzalez74@correo.mx,9447,VISA,958.85,MXN,APROBADA,BANDA,N
TRX0001281,2026-06-05 11:14:11,Farmacia del Sol,Farmacia,Ciudad de Mexico,TPV01-CIU,Lucia Herrera,lucia.herrera11@correo.mx,1104,VISA,615.25,MXN,REVERSADA,CHIP,N
TRX0001282,2026-05-14 07:59:08,Super Norteno,supermercado,Monterrey,TPV04-MON,Rocio Salazar,rocio.salazar15@correo.mx,4224,MASTERCARD,2261.64,MXN,RECHAZADA,QR,N
TRX0001283,2026-02-17 17:25:55,GASOLINERA KM 12,combustible,Puebla,TPV03-PUE,Patricia Mendoza,patricia.mendoza107@correo.mx,8089,MASTERCARD,1569.49,MXN,RECHAZADA,CHIP,N
TRX0001284,2026-02-01 19:15:11,GASOLINERA KM 12,combustible,Puebla,TPV04-PUE,Raul Delgado,raul.delgado122@correo.mx,1413,VISA,1371.69,MXN,APROBADA,BANDA,N
